total_value,cash,positions,total_return,total_trades,win_rate,sharpe_ratio,max_drawdown,volatility,date
12148.01468702551,600.3543238289549,1,0.21480146870255104,24,0.75,0.9340233128534993,0.054932351600197646,0.12719672554414715,2023-10-11
12356.776189378797,600.3543238289549,1,0.23567761893787975,24,0.75,1.0167795720840045,0.054932351600197646,0.12775045063491872,2023-10-12
12112.017109619033,600.3543238289549,1,0.21120171096190335,24,0.75,0.9041589623057612,0.054932351600197646,0.12865909201292894,2023-10-13
11953.43876277577,600.3543238289549,1,0.19534387627757696,24,0.75,0.8318937803950941,0.054932351600197646,0.1289672116681884,2023-10-16
11895.574837742999,600.3543238289549,1,0.1895574837742999,24,0.75,0.805077529482326,0.054932351600197646,0.12887101848290733,2023-09-28
11940.060598074084,600.3543238289549,1,0.19400605980740837,24,0.75,0.8226123074969179,0.054932351600197646,0.12872920185939313,2023-09-29
12023.268140518987,600.3543238289549,1,0.2023268140518987,24,0.75,0.8560860606358808,0.054932351600197646,0.12866780756654983,2023-10-02
11875.18274647452,600.3543238289549,1,0.18751827464745202,24,0.75,0.7890931824471283,0.054932351600197646,0.12891891245642279,2023-10-03
11916.254013681722,600.3543238289549,1,0.19162540136817224,24,0.75,0.8051065982780458,0.054932351600197646,0.1287738213890855,2023-10-04
11940.242626333738,600.3543238289549,1,0.19402426263337383,24,0.75,0.81384216926767,0.054932351600197646,0.1286127744510197,2023-10-05
11746.40516049723,600.3543238289549,1,0.174640516049723,24,0.75,0.7261005773991557,0.054932351600197646,0.12915208050764232,2023-10-06
11823.584432281596,600.3543238289549,1,0.18235844322815956,24,0.75,0.7572972423543379,0.054932351600197646,0.12907952843340947,2023-10-09
11937.815440951512,600.3543238289549,1,0.1937815440951512,24,0.75,0.803155450003615,0.054932351600197646,0.1291251794041769,2023-10-10
12148.01468702551,600.3543238289549,1,0.21480146870255104,24,0.75,0.8849420188885784,0.054932351600197646,0.1296895945943234,2023-10-11
12356.776189378797,600.3543238289549,1,0.23567761893787975,24,0.75,0.9638195530331963,0.054932351600197646,0.1302097868160492,2023-10-12
12112.017109619033,600.3543238289549,1,0.21120171096190335,24,0.75,0.857550383167774,0.054932351600197646,0.13106408828198696,2023-10-13
11953.43876277577,600.3543238289549,1,0.19534387627757696,24,0.75,0.7892064584702307,0.054932351600197646,0.13134952621051404,2023-10-16
12061.027911307172,600.3543238289549,1,0.2061027911307172,24,0.75,0.8305868319032186,0.054932351600197646,0.1313587110384005,2023-10-17
12169.481356269574,600.3543238289549,1,0.21694813562695744,24,0.75,0.8717182849195717,0.054932351600197646,0.13136660595417327,2023-10-18
12279.27040140219,600.3543238289549,1,0.22792704014021892,24,0.75,0.9127782172248294,0.054932351600197646,0.1313747955418428,2023-10-19
13001.45397389183,13001.45397389183,0,0.300145397389183,25,0.76,1.1274702554332994,0.054932351600197646,0.13915750399644475,2023-10-20
13001.45397389183,13001.45397389183,0,0.300145397389183,25,0.76,1.1256823112842191,0.054932351600197646,0.13898369267304103,2023-10-23
13001.45397389183,13001.45397389183,0,0.300145397389183,25,0.76,1.1239006796220814,0.054932351600197646,0.13881053097567678,2023-10-24
13001.45397389183,13001.45397389183,0,0.300145397389183,25,0.76,1.122125321292059,0.054932351600197646,0.13863801486796584,2023-10-25
12989.102592616633,637.7213174193948,1,0.2989102592616633,25,0.76,1.1160040053384004,0.054932351600197646,0.1384711795480088,2023-10-09
13114.816021629364,637.7213174193948,1,0.31148160216293636,25,0.76,1.156598837095542,0.054932351600197646,0.13848126323107357,2023-10-10
13346.144347515119,637.7213174193948,1,0.3346144347515119,25,0.76,1.2288256994153124,0.054932351600197646,0.13895368761580632,2023-10-11
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2949533703504401,0.054932351600197646,0.13931831273939282,2023-10-12
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.292985668524426,0.054932351600197646,0.13914761913653667,2023-10-13
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2910248595828808,0.054932351600197646,0.13897755134785492,2023-10-16
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.289070901361051,0.054932351600197646,0.13880810555898263,2023-10-17
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2871237520570324,0.054932351600197646,0.13863927798802073,2023-10-18
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2851833702277522,0.054932351600197646,0.1384710648851819,2023-10-19
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2832497147850113,0.054932351600197646,0.13830346253244083,2023-10-20
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.281322744991576,0.054932351600197646,0.13813646724318895,2023-10-23
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2794024204573238,0.054932351600197646,0.13797007536189432,2023-10-24
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2774887011354397,0.054932351600197646,0.13780428326376543,2023-10-25
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2755815473186665,0.054932351600197646,0.1376390873544197,2023-10-26
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2736809196356003,0.054932351600197646,0.1374744840695564,2023-10-27
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.271786779047039,0.054932351600197646,0.1373104698746336,2023-10-30
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2698990868423785,0.054932351600197646,0.13714704126454969,2023-10-31
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.268017804636056,0.054932351600197646,0.1369841947633287,2023-11-01
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2661428943640394,0.054932351600197646,0.13682192692381015,2023-11-02
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2642743182803664,0.054932351600197646,0.13666023432734228,2023-11-03
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2624120389537237,0.054932351600197646,0.13649911358348005,2023-10-18
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.260556019264078,0.054932351600197646,0.13633856132968636,2023-10-19
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2587062223993435,0.054932351600197646,0.13617857423103774,2023-10-20
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.256862611852099,0.054932351600197646,0.13601914897993309,2023-10-23
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2550251514163453,0.054932351600197646,0.13586028229580682,2023-10-24
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2531938051843046,0.054932351600197646,0.13570197092484546,2023-10-25
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.25136853754326,0.054932351600197646,0.13554421163970773,2023-10-26
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2495493131724404,0.054932351600197646,0.13538700123924827,2023-10-27
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2477360970399398,0.054932351600197646,0.13523033654824515,2023-10-30
13562.952239605147,13562.952239605147,0,0.3562952239605147,26,0.7692307692307693,1.2459288543996827,0.054932351600197646,0.13507421441713022,2023-10-31
